file miF_frames maF_frames weighted_maF_frames 
test1_unlab_g1_k1_p2_r100_c100.txt 10.603 8.373 5.431
test1_unlab_g1_k1_p2_r100_c1000.txt 9.339 8.114 5.195
test1_unlab_g1_k1_p2_r100_c10000.txt 9.339 8.114 5.195
test1_unlab_g1_k1_p2_r100_c100000.txt 9.339 8.114 5.195
test1_unlab_g1_k10_p2_r100_c1.txt 10.019 10.044 6.419
test1_unlab_g1_k10_p2_r100_c10.txt 10.019 10.044 6.419
test1_unlab_g1_k10_p2_r100_c100.txt 47.568 26.929 41.401
test1_unlab_g1_k10_p2_r100_c1000.txt 47.568 26.929 41.401
test1_unlab_g1_k10_p2_r100_c10000.txt 47.568 26.929 41.401
test1_unlab_g1_k10_p2_r100_c100000.txt 47.568 26.929 41.401
test1_unlab_g1_k100_p2_r100_c1.txt 11.673 3.484 2.440
test1_unlab_g1_k100_p2_r100_c10.txt 11.673 3.676 2.575
test1_unlab_g1_k100_p2_r100_c100.txt 30.058 16.473 27.607
test1_unlab_g1_k100_p2_r100_c1000.txt 30.058 16.473 27.607
test1_unlab_g1_k100_p2_r100_c10000.txt 30.058 16.473 27.607
test1_unlab_g1_k100_p2_r100_c100000.txt 30.058 16.473 27.607
test1_unlab_g10_k0.1_p2_r100_c1.txt 11.673 3.484 2.440
test1_unlab_g10_k0.1_p2_r100_c10.txt 11.673 3.484 2.440
test1_unlab_g10_k0.1_p2_r100_c100.txt 11.673 3.484 2.440
test1_unlab_g10_k0.1_p2_r100_c1000.txt 14.786 6.499 7.174
test1_unlab_g10_k0.1_p2_r100_c10000.txt 14.786 6.499 7.174
test1_unlab_g10_k0.1_p2_r100_c100000.txt 14.786 6.499 7.174
test1_unlab_g10_k1_p2_r100_c1.txt 8.658 8.925 5.707
test1_unlab_g10_k1_p2_r100_c10.txt 8.658 8.925 5.707
test1_unlab_g10_k1_p2_r100_c100.txt 8.658 8.925 5.707
test1_unlab_g10_k1_p2_r100_c1000.txt 10.019 10.044 6.419
test1_unlab_g10_k1_p2_r100_c10000.txt 10.019 10.044 6.419
test1_unlab_g10_k1_p2_r100_c100000.txt 10.019 10.044 6.419
test1_unlab_g10_k10_p2_r100_c1.txt 10.019 10.044 6.419
test1_unlab_g10_k10_p2_r100_c10.txt 10.019 10.044 6.419
test1_unlab_g10_k10_p2_r100_c100.txt 40.953 22.691 31.258
test1_unlab_g10_k10_p2_r100_c1000.txt 40.953 22.691 31.258
test1_unlab_g10_k10_p2_r100_c10000.txt 40.953 22.691 31.258
test1_unlab_g10_k10_p2_r100_c100000.txt 40.953 22.691 31.258
test1_unlab_g10_k100_p2_r100_c1.txt 11.673 3.484 2.440
test1_unlab_g10_k100_p2_r100_c10.txt 11.673 3.484 2.440
test1_unlab_g10_k100_p2_r100_c100.txt 30.934 16.745 24.625
test1_unlab_g10_k100_p2_r100_c1000.txt 30.934 16.745 24.625
test1_unlab_g10_k100_p2_r100_c10000.txt 30.934 16.745 24.625
test1_unlab_g10_k100_p2_r100_c100000.txt 30.934 16.745 24.625
summary max_miF_frame max_maF_frame max_maF_weiFrame 
 hi 47.568 53.491 51.151
